27774,4.154252,0.000000,90.000000
27775,4.159531,0.000000,90.000000
27874,4.154252,0.000000,90.000000
27875,4.154252,0.000000,90.000000
27974,4.159531,0.000000,90.000000
27975,4.159531,0.000000,90.000000
28074,4.154252,0.000000,90.000000
28075,4.154252,0.000000,90.000000
28174,4.154252,0.000000,90.000000
28175,4.154252,0.000000,90.000000
28274,4.159531,0.000000,90.000000
28275,4.159531,0.000000,90.000000
28374,4.159531,0.000000,90.000000
28375,4.159531,0.000000,90.000000
28474,4.159531,0.000000,90.000000
28475,4.159531,0.000000,90.000000
28574,4.159531,0.000000,90.000000
28575,4.159531,0.000000,90.000000
28674,4.159531,0.000000,90.000000
28675,4.159531,0.000000,90.000000
28774,4.159531,0.000000,90.000000
28775,4.159531,0.000000,90.000000
28874,4.159531,0.000000,90.000000
28875,4.159531,0.000000,90.000000
28974,4.154252,0.000000,90.000000
28975,4.154252,0.000000,90.000000
29074,4.159531,0.000000,90.000000
29075,4.159531,0.000000,90.000000
29174,4.159531,0.000000,90.000000
29175,4.159531,0.000000,90.000000
29274,4.159531,0.000000,90.000000
29275,4.159531,0.000000,90.000000
29374,4.154252,0.000000,90.000000
29375,4.154252,0.000000,90.000000
29474,4.159531,0.000000,90.000000
29475,4.159531,0.000000,90.000000
29574,4.159531,0.000000,90.000000
29575,4.159531,0.000000,90.000000
29674,4.164809,0.000000,90.000000
29675,4.164809,0.000000,90.000000
29774,4.159531,0.000000,90.000000
29775,4.159531,0.000000,90.000000
29874,3.594722,0.000000,10.000000
29875,3.594722,0.000000,10.000000
29974,3.758358,0.000000,10.000000
29975,3.758358,0.000000,10.000000
30074,3.700293,0.000000,10.000000
30075,3.700293,0.000000,10.000000
30174,3.779472,0.000000,10.000000
30175,3.779472,0.000000,10.000000
30274,3.700293,0.000000,10.000000
30275,3.700293,0.000000,10.000000
30374,3.731965,0.000000,10.000000
30375,3.731965,0.000000,10.000000
30474,3.679179,0.000000,10.000000
30475,3.679179,0.000000,10.000000
30574,3.705572,0.000000,10.000000
30575,3.705572,0.000000,10.000000
30674,3.668622,0.000000,10.000000
30675,3.668622,0.000000,10.000000
30774,3.710850,0.000000,10.000000
30775,3.710850,0.000000,10.000000
30874,3.700293,0.000000,10.000000
30875,3.700293,0.000000,10.000000
30974,3.763636,0.000000,10.000000
30975,3.763636,0.000000,10.000000
31074,3.710850,0.000000,10.000000
31075,3.710850,0.000000,10.000000
31174,3.758358,0.000000,10.000000
31175,3.758358,0.000000,10.000000
31274,3.695015,0.000000,10.000000
31275,3.695015,0.000000,10.000000
31374,3.737243,0.000000,10.000000
31375,3.737243,0.000000,10.000000
31474,3.673900,0.000000,10.000000
31475,3.673900,0.000000,10.000000
31574,3.726686,0.000000,10.000000
31575,3.726686,0.000000,10.000000
31674,3.758358,0.000000,10.000000
31675,3.758358,0.000000,10.000000
31774,3.763636,0.000000,10.000000
31775,3.763636,0.000000,10.000000
