12197,11.0
12207,11.0
12217,11.0
12227,11.0
12237,11.0
12247,11.0
12257,13.0
12267,13.0
12277,13.0
12287,13.0
12297,13.0
12307,13.0
12317,13.0
12327,13.0
12337,13.0
12347,13.0
12357,12.0
12367,12.0
12377,12.0
12387,12.0
12397,12.0
12407,12.0
12417,12.0
12427,12.0
12437,12.0
12447,12.0
12457,17.0
12467,17.0
12477,17.0
12487,17.0
12497,17.0
12507,17.0
12517,17.0
12527,17.0
12537,17.0
12547,17.0
12557,15.0
12567,15.0
12577,15.0
12587,15.0
12597,15.0
12607,15.0
12617,15.0
12627,15.0
12637,15.0
12647,15.0
12657,11.0
12667,11.0
12677,11.0
12687,11.0
12697,11.0
12707,11.0
12717,11.0
12727,11.0
12737,11.0
12747,11.0
12757,13.0
12767,13.0
12777,13.0
12787,13.0
12797,13.0
12807,13.0
12817,13.0
12827,13.0
12837,13.0
12847,13.0
12857,13.0
12867,13.0
12877,13.0
12887,13.0
12897,13.0
12907,13.0
12917,13.0
12927,13.0
12937,13.0
12947,13.0
12957,11.0
12967,11.0
12977,11.0
12987,11.0
12997,11.0
13007,11.0
13017,11.0
13027,11.0
13037,11.0
13047,11.0
13057,11.0
13067,11.0
13077,11.0
13087,11.0
13097,11.0
13107,11.0
13117,11.0
13127,11.0
13137,11.0
13147,11.0
13157,20.0
13167,20.0
13177,20.0
13187,20.0
13197,20.0
13207,20.0
13217,20.0
13227,20.0
13237,20.0
13247,20.0
13257,57.0
13267,57.0
13277,57.0
13287,57.0
13297,57.0
13307,57.0
13317,57.0
13327,57.0
13337,57.0
13347,57.0
13357,119.0
13367,119.0
13377,119.0
13387,119.0
13397,119.0
13407,119.0
13417,119.0
13427,119.0
13437,119.0
13447,119.0
13457,164.0
13467,164.0
13477,164.0
13487,164.0
13497,164.0
13507,164.0
13517,164.0
13527,164.0
13537,164.0
13547,164.0
13557,225.0
13567,225.0
13577,225.0
13587,225.0
13597,225.0
13607,225.0
13617,225.0
13627,225.0
13637,225.0
13647,225.0
13657,274.0
13667,274.0
13677,274.0
13687,274.0
13697,274.0
13707,274.0
13717,274.0
13727,274.0
13737,274.0
13747,274.0
13757,341.0
13767,341.0
13777,341.0
13787,341.0
13797,341.0
13807,341.0
13817,341.0
13827,341.0
13837,341.0
13847,341.0
13857,391.0
13867,391.0
13877,391.0
13887,391.0
13897,391.0
13907,391.0
13917,391.0
13927,391.0
13937,391.0
13947,391.0
13957,434.0
13967,434.0
13977,434.0
13987,434.0
13997,434.0
14007,434.0
14017,434.0
14027,434.0
14037,434.0
14047,434.0
14057,480.0
14067,480.0
14077,480.0
14087,480.0
14097,480.0
14107,480.0
14117,480.0
14127,480.0
14137,480.0
14147,480.0
14157,528.0
14167,528.0
14177,528.0
14187,528.0
14197,528.0
14207,528.0
14217,528.0
14227,528.0
14237,528.0
14247,528.0
14257,573.0
14267,573.0
14277,573.0
14287,573.0
14297,573.0
14307,573.0
14317,573.0
14327,573.0
14337,573.0
14347,573.0
14357,614.0
14367,614.0
14377,614.0
14387,614.0
14397,614.0
14407,614.0
14417,614.0
14427,614.0
14437,614.0
14447,614.0
14457,643.0
14467,643.0
14477,643.0
14487,643.0
14497,643.0
14507,643.0
14517,643.0
14527,643.0
14537,643.0
14547,643.0
14557,668.0
14567,668.0
14577,668.0
14587,668.0
14597,668.0
14607,668.0
14617,668.0
14627,668.0
14637,668.0
14647,668.0
14657,676.0
14667,676.0
14677,676.0
14687,676.0
14697,676.0
14707,676.0
14717,676.0
14727,676.0
14737,676.0
14747,676.0
14757,658.0
14767,658.0
14777,658.0
14787,658.0
14797,658.0
14807,658.0
14817,658.0
14827,658.0
14837,658.0
14847,658.0
14857,621.0
14867,621.0
14877,621.0
14887,621.0
14897,621.0
14907,621.0
14917,621.0
14927,621.0
14937,621.0
14947,621.0
14957,576.0
14967,576.0
14977,576.0
14987,576.0
14997,576.0
15007,576.0
15017,576.0
15027,576.0
15037,576.0
15047,576.0
15057,525.0
15067,525.0
15077,525.0
15087,525.0
15097,525.0
15107,525.0
15117,525.0
15127,525.0
15137,525.0
15147,525.0
15157,474.0
15167,474.0
15177,474.0
15187,474.0
