10207,11.0
10217,11.0
10227,11.0
10237,11.0
10247,11.0
10257,13.0
10267,13.0
10277,13.0
10287,13.0
10297,13.0
10307,13.0
10317,13.0
10327,13.0
10337,13.0
10347,13.0
10357,10.0
10367,10.0
10377,10.0
10387,10.0
10397,10.0
10407,10.0
10417,10.0
10427,10.0
10437,10.0
10447,10.0
10457,11.0
10467,11.0
10477,11.0
10487,11.0
10497,11.0
10507,11.0
10517,11.0
10527,11.0
10537,11.0
10547,11.0
10557,8.0
10567,8.0
10577,8.0
10587,8.0
10597,8.0
10607,8.0
10617,8.0
10627,8.0
10637,8.0
10647,8.0
10657,11.0
10667,11.0
10677,11.0
10687,11.0
10697,11.0
10707,11.0
10717,11.0
10727,11.0
10737,11.0
10747,11.0
10757,10.0
10767,10.0
10777,10.0
10787,10.0
10797,10.0
10807,10.0
10817,10.0
10827,10.0
10837,10.0
10847,10.0
10857,12.0
10867,12.0
10877,12.0
10887,12.0
10897,12.0
10907,12.0
10917,12.0
10927,12.0
10937,12.0
10947,12.0
10957,8.0
10967,8.0
10977,8.0
10987,8.0
10997,8.0
11007,8.0
11017,8.0
11027,8.0
11037,8.0
11047,8.0
11057,11.0
11067,11.0
11077,11.0
11087,11.0
11097,11.0
11107,11.0
11117,11.0
11127,11.0
11137,11.0
11147,11.0
11157,10.0
11167,10.0
11177,10.0
11187,10.0
11197,10.0
11207,10.0
11217,10.0
11227,10.0
11237,10.0
11247,10.0
11257,14.0
11267,14.0
11277,14.0
11287,14.0
11297,14.0
11307,14.0
11317,14.0
11327,14.0
11337,14.0
11347,14.0
11357,13.0
11367,13.0
11377,13.0
11387,13.0
11397,13.0
11407,13.0
11417,13.0
11427,13.0
11437,13.0
11447,13.0
11457,13.0
11467,13.0
11477,13.0
11487,13.0
11497,13.0
11507,13.0
11517,13.0
11527,13.0
11537,13.0
11547,13.0
11557,14.0
11567,14.0
11577,14.0
11587,14.0
11597,14.0
11607,14.0
11617,14.0
11627,14.0
11637,14.0
11647,14.0
11657,12.0
11667,12.0
11677,12.0
11687,12.0
11697,12.0
11707,12.0
11717,12.0
11727,12.0
11737,12.0
11747,12.0
11757,11.0
11767,11.0
11777,11.0
11787,11.0
11797,11.0
11807,11.0
11817,11.0
11827,11.0
11837,11.0
11847,11.0
11857,12.0
11867,12.0
11877,12.0
11887,12.0
11897,12.0
11907,12.0
11917,12.0
11927,12.0
11937,12.0
11947,12.0
11957,11.0
11967,11.0
11977,11.0
11987,11.0
11997,11.0
12007,11.0
12017,11.0
12027,11.0
12037,11.0
12047,11.0
12057,13.0
12067,13.0
12077,13.0
12087,13.0
12097,13.0
12107,13.0
12117,13.0
12127,13.0
12137,13.0
12147,13.0
12157,11.0
12167,11.0
12177,11.0
12187,11.0
