3349.151855,0.092312,-0.384507,0.278337,-3.591328,7.010474,92.131203,0
3380.067383,0.089964,-0.384515,0.300876,-3.213966,5.512099,91.886391,0
3417.581543,0.078176,-0.392404,0.315856,-3.877419,5.576643,91.879984,0
3448.075684,0.069220,-0.391303,0.340755,-3.749503,4.590573,91.483401,0
3480.250244,0.057792,-0.400263,0.348808,-4.188158,6.485907,91.493916,0
3516.814209,0.054902,-0.399399,0.372030,-3.700157,5.971977,90.982197,0
3548.248779,0.043974,-0.414013,0.377240,-4.132762,8.319860,90.069311,0
3580.082520,0.043739,-0.403048,0.412553,-2.752754,6.261661,91.579619,0
3616.595459,0.034858,-0.411848,0.423497,-2.789239,6.198747,91.863125,0
3648.409668,0.043554,-0.425334,0.427909,-1.633234,7.663084,91.455643,0
3686.168213,0.010221,-0.411371,0.475294,-4.578783,5.505920,91.459524,0
3718.635498,0.011115,-0.413958,0.498850,-2.997012,4.577016,92.571055,0
3748.066650,-0.004596,-0.435815,0.501651,-3.130905,6.473679,91.499292,0
3784.610840,-0.013211,-0.447527,0.507202,-2.314106,8.987587,91.681883,0
3818.359619,-0.013363,-0.436180,0.550376,-0.248561,6.795865,92.005851,0
3848.113770,-0.010341,-0.440874,0.571022,1.558018,5.341757,92.005127,0
3884.447754,-0.017304,-0.449028,0.574354,2.013900,5.530360,91.164059,0
3918.715576,-0.034518,-0.454066,0.588115,1.469671,5.112139,90.968407,0
3948.528076,-0.035025,-0.453717,0.617096,2.688261,3.356256,91.188095,0
3985.393799,-0.043607,-0.456343,0.649672,2.844984,1.411757,92.100178,0
4016.644531,-0.064255,-0.455928,0.657853,1.697853,0.520771,91.384411,0
4048.301758,-0.045418,-0.481702,0.637919,3.815766,2.816528,90.156871,0
4086.126221,-0.071426,-0.472123,0.672839,2.023838,0.571045,91.327394,0
4119.686279,-0.087974,-0.455582,0.708629,1.238672,-1.976005,91.881404,0
4148.452393,-0.080331,-0.477711,0.684970,1.903572,0.059020,90.651274,0
4186.041748,-0.080470,-0.477208,0.684153,1.889193,0.251277,90.638074,0
4216.848389,-0.074683,-0.477515,0.713960,2.627612,-0.766495,90.938959,0
4248.681152,-0.077734,-0.496379,0.696872,2.216066,0.946100,92.128786,0
4286.220947,-0.078474,-0.482010,0.723468,2.217121,-0.351697,90.221711,0
4316.908203,-0.086035,-0.499456,0.703727,1.443929,1.821587,91.500418,0
4348.563477,-0.060921,-0.493171,0.718463,3.168507,1.210366,90.232815,0
4385.862793,-0.083342,-0.489149,0.721443,1.189728,1.473631,91.235488,0
4416.856201,-0.079074,-0.487616,0.718194,1.280425,2.386530,91.109256,0
4448.791748,-0.051482,-0.480432,0.731801,3.135503,1.968332,89.824916,0
4485.052002,-0.063237,-0.449936,0.759815,1.959041,-0.270165,91.205394,0
4517.946533,-0.081152,-0.490156,0.722735,0.412207,3.848903,92.097841,0
4549.468262,-0.081563,-0.488311,0.720701,0.378818,4.404265,92.048965,0
4586.324951,-0.049657,-0.474198,0.724121,2.304432,4.024759,89.926381,0
4616.759521,-0.070881,-0.465457,0.736135,0.409660,3.453700,90.863118,0
4651.303467,-0.087911,-0.445105,0.768745,-0.896774,1.773872,91.364041,0
4686.426758,-0.052274,-0.485922,0.734820,1.103756,6.339804,90.086734,0
4718.267334,-0.077082,-0.419483,0.792954,-0.762534,1.500499,92.665122,0
4749.311768,-0.052274,-0.427073,0.780260,0.740412,2.858806,90.046002,0
4788.375000,-0.057347,-0.438741,0.753474,0.034031,5.049443,92.138215,0
4816.988770,-0.047370,-0.425115,0.775800,0.733148,3.985719,91.691885,0
4850.063232,-0.046173,-0.423278,0.774299,0.360273,4.528837,91.734026,0
4886.187744,-0.085809,-0.347815,0.824446,-2.325184,-0.817720,92.744619,0
4916.651611,-0.094506,-0.394510,0.767037,-3.603670,3.671264,93.340123,0
4949.253418,-0.049268,-0.418307,0.773130,-0.419021,5.380493,90.096048,0
4985.961914,-0.049570,-0.416349,0.771703,-0.440159,5.915070,90.052066,0
5019.745605,-0.068480,-0.402025,0.769789,-1.731153,5.461295,91.547883,0
5048.826660,-0.067560,-0.370015,0.788221,-1.407727,3.091832,88.735705,0
5087.000732,-0.097439,-0.332416,0.821995,-2.778316,0.214152,87.520630,0
5120.398926,-0.142387,-0.348017,0.793970,-5.208543,2.202355,86.837489,0
5155.230957,-0.116165,-0.352267,0.785811,-2.525220,3.283995,84.122626,0
5187.465576,-0.138684,-0.369393,0.766683,-3.212623,5.133850,81.785077,0
5219.146240,-0.127502,-0.403459,0.749779,-1.148819,8.667777,79.129333,0
5258.933105,-0.161125,-0.294219,0.815476,-1.985755,1.403994,77.980219,0
5287.344482,-0.173473,-0.276389,0.822472,-1.996623,1.103193,75.286653,0
5320.706787,-0.150148,-0.314932,0.792035,-0.432241,5.163682,72.000074,0
5355.374023,-0.213660,-0.271791,0.778385,-4.349154,3.361054,71.041235,0
5387.448730,-0.178485,-0.252132,0.799156,-0.545734,2.083847,67.337968,0
5422.420166,-0.166188,-0.290791,0.785998,1.042264,4.925704,64.832949,0
5456.963623,-0.221571,-0.282902,0.771136,-2.513789,5.173012,62.073019,0
5488.683838,-0.247402,-0.240863,0.796620,-3.279996,3.886716,60.733201,0
5519.598389,-0.241737,-0.198950,0.802353,-2.370360,2.874955,58.723796,0
5555.035645,-0.201446,-0.275584,0.773803,0.476308,9.036809,54.829307,0
5588.223145,-0.231680,-0.245592,0.771580,-1.765625,6.933849,52.815993,0
5619.633057,-0.253892,-0.211248,0.768916,-2.954546,5.000241,51.362321,0
5657.805908,-0.275170,-0.178049,0.763480,-3.896247,3.516215,49.260677,0
5689.651367,-0.262530,-0.232244,0.750735,-2.709354,7.726544,41.201496,0
5721.546143,-0.330435,-0.223472,0.699099,-8.711793,7.756905,38.932128,0
5756.889648,-0.323874,-0.189828,0.742104,-6.845023,5.930904,37.966986,0
5785.883545,-0.322365,-0.188144,0.715459,-7.266474,7.585451,35.821673,0
5817.552734,-0.291962,-0.186648,0.748993,-3.779475,6.444198,34.264974,0
5855.762695,-0.345557,-0.206362,0.677984,-8.972853,8.006040,32.313401,0
5888.211670,-0.331940,-0.175469,0.720973,-6.696725,4.350319,30.767318,0
5919.156738,-0.305226,-0.152204,0.724984,-4.606053,1.870415,29.925230,0
5955.071533,-0.335068,-0.180488,0.700551,-6.649996,3.239170,27.215971,0
5986.647705,-0.302337,-0.181760,0.717999,-3.467304,2.117795,26.946451,0
6019.753906,-0.298939,-0.174315,0.713238,-2.859882,0.997489,25.049424,0
6056.781982,-0.337031,-0.185355,0.680419,-5.977134,1.477115,23.996966,0
6086.356201,-0.317371,-0.151441,0.706563,-3.746250,-1.879806,23.649093,0
6121.471436,-0.315777,-0.151443,0.702117,-3.229086,-2.070169,22.614188,0
6155.652344,-0.297538,-0.156310,0.708608,-1.312854,-1.469419,19.972052,0
6187.986816,-0.287524,-0.149456,0.700931,-0.783791,-1.665007,20.426755,0
6218.699463,-0.336221,-0.133737,0.677071,-4.992768,-2.343725,20.187264,0
6254.652100,-0.302176,-0.120924,0.695535,-2.134398,-2.733276,17.224872,0
6288.664307,-0.318226,-0.128629,0.674046,-3.604199,-1.338646,16.561583,0
6319.819580,-0.309764,-0.119586,0.687557,-2.416082,-1.099620,16.795294,0
6355.096680,-0.316272,-0.125712,0.673192,-3.289021,0.721807,15.878604,0
6390.559326,-0.307644,-0.118633,0.671430,-2.825350,1.393611,14.694346,0
6421.810303,-0.302396,-0.099736,0.675076,-2.124178,1.291363,14.195302,0
6456.979492,-0.272337,-0.083878,0.680296,-0.129456,1.315005,14.165064,0
6487.488770,-0.310481,-0.082304,0.644826,-4.697459,2.296585,12.882111,0
6522.814453,-0.295287,-0.062576,0.645672,-4.112919,1.463213,11.769585,0
6585.788086,-0.277059,-0.075820,0.648851,-3.214927,3.988286,11.330330,0
6621.795166,-0.290628,-0.070398,0.624190,-6.062829,4.290263,11.051750,0
6655.304932,-0.277317,-0.083520,0.629445,-5.309400,5.309627,9.698629,0
6685.989014,-0.264112,-0.080219,0.617373,-5.401607,5.273204,9.461173,0
6722.583008,-0.243577,-0.062328,0.630997,-3.995977,3.662322,9.531502,0
6755.240967,-0.235745,-0.082182,0.634200,-3.523507,5.345634,10.228002,0
6789.282715,-0.220164,-0.068908,0.645480,-2.585036,3.969400,8.837507,0
6822.787842,-0.208901,-0.066779,0.632611,-2.516175,3.792849,8.665425,0
6855.233154,-0.236868,-0.063210,0.612581,-5.628072,3.447189,9.384037,0
6888.903320,-0.238760,-0.073032,0.595950,-7.129428,4.289574,8.025334,0
6924.428467,-0.226314,-0.058658,0.603043,-6.305960,2.662319,8.098188,0
6956.748291,-0.201409,-0.056804,0.613691,-3.476132,2.551635,6.721195,0
6988.547607,-0.205283,-0.043289,0.600478,-4.175692,1.494321,6.510780,0
7021.916260,-0.206554,-0.063612,0.594948,-4.863327,3.452302,6.716161,0
7056.262939,-0.197303,-0.064223,0.593156,-4.229709,3.370619,6.027728,0
7088.053223,-0.206405,-0.065123,0.587618,-4.760476,3.612399,5.952715,0
7156.165527,-0.184238,-0.077557,0.585209,-4.151971,4.682702,5.346054,0
7187.677246,-0.182907,-0.047360,0.583018,-4.193311,1.854834,5.903777,0
7225.416260,-0.183681,-0.051553,0.584324,-3.534910,2.586523,4.472935,0
7256.844238,-0.182876,-0.025992,0.586678,-3.436056,0.437078,5.549486,0
7288.770264,-0.198967,-0.045749,0.566700,-6.009268,2.696246,4.364103,0
7322.508789,-0.177978,-0.034404,0.569169,-4.018993,1.737198,4.808984,0
7357.632812,-0.141927,-0.043111,0.577696,0.119307,3.116593,3.581628,0
7388.271973,-0.172209,-0.027951,0.559978,-3.239204,2.256350,3.367529,0
7424.657715,-0.158487,-0.046016,0.561303,-2.293759,4.293871,3.230541,0
7455.936768,-0.194676,-0.026364,0.546164,-5.991346,2.775745,2.568644,0
7486.911377,-0.173537,-0.022762,0.552201,-3.309592,2.933415,3.723804,0
7522.824463,-0.166228,-0.047385,0.546996,-2.750779,5.998272,3.003313,0
7556.945312,-0.156240,-0.019458,0.547950,-2.249148,3.269531,3.589961,0
7590.342529,-0.158096,-0.013816,0.540961,-2.663849,2.872937,3.049676,0
7624.888672,-0.172766,-0.014599,0.533209,-4.085760,3.269456,2.311601,0
7658.811035,-0.147319,-0.028830,0.543027,-1.063881,5.308106,2.847799,0
7688.440918,-0.165250,-0.011932,0.524827,-3.668048,4.007204,2.064213,0
7724.499268,-0.154097,-0.010078,0.521449,-2.761374,3.856446,2.371862,0
7755.780762,-0.164715,-0.018443,0.511753,-4.214458,4.767710,1.786721,0
7788.741699,-0.158368,0.004595,0.510015,-3.644624,2.374313,2.340120,0
7824.054932,-0.161289,0.002590,0.505563,-4.030713,2.657280,1.979405,0
7854.210449,-0.139731,-0.012001,0.508486,-1.600277,4.139923,2.007442,0
7889.542969,-0.159461,0.006398,0.497704,-4.119190,2.054192,1.274286,0
7954.199951,-0.142734,-0.004519,0.498452,-2.417674,3.437452,1.802348,0
7992.084717,-0.137441,0.004870,0.490549,-2.134341,2.136565,1.033518,0
8021.455078,-0.148708,-0.002063,0.478677,-3.762891,2.854153,0.773962,0
8055.011230,-0.133243,-0.012625,0.478916,-2.131954,4.024636,1.333611,0
8089.497314,-0.142732,-0.002262,0.471467,-3.396919,2.765765,0.785990,0
8121.825439,-0.135452,-0.003404,0.467886,-2.809978,3.064378,0.487021,0
8154.262207,-0.137018,0.004155,0.464382,-3.155128,2.095616,0.932378,0
8196.507080,-0.130600,0.000542,0.462965,-2.483393,2.694025,1.291748,0
