5973,0.1666,0.5592,0.1523,29.0000
5974,0.1666,0.5592,0.1523,29.0000
5983,0.3716,0.8049,0.1575,29.0000
5984,0.3716,0.8049,0.1575,29.0000
5993,0.2020,0.5945,0.1513,29.0000
5994,0.2020,0.5945,0.1513,29.0000
6003,0.0064,0.5693,0.1479,29.0000
6004,0.0064,0.5693,0.1479,29.0000
6013,0.0554,0.6165,0.1491,29.0000
6014,0.0554,0.6165,0.1491,29.0000
6023,0.1581,1.1710,0.1522,29.0000
6024,0.1581,1.1710,0.1522,29.0000
6033,0.3001,0.8085,0.1507,29.0000
6034,0.3001,0.8085,0.1507,29.0000
6043,0.2790,0.7980,0.1507,29.0000
6044,0.2790,0.7980,0.1507,29.0000
6053,0.1368,0.7200,0.1520,27.0000
6054,0.1368,0.7200,0.1520,27.0000
6063,0.1571,0.9894,0.1542,27.0000
6064,0.1571,0.9894,0.1542,27.0000
6073,0.2345,0.7468,0.1508,27.0000
6074,0.2345,0.7468,0.1508,27.0000
6083,0.4207,0.7518,0.1482,27.0000
6084,0.4207,0.7518,0.1482,27.0000
6093,0.1833,0.7585,0.1508,27.0000
6094,0.1833,0.7585,0.1508,27.0000
6103,0.1938,0.7639,0.1504,27.0000
6104,0.1938,0.7639,0.1504,27.0000
6113,0.3857,0.7652,0.1496,27.0000
6114,0.3857,0.7652,0.1496,27.0000
6123,0.1611,0.7678,0.1511,27.0000
6124,0.1611,0.7678,0.1511,27.0000
6133,0.1766,0.7700,0.1513,27.0000
6134,0.1766,0.7700,0.1513,27.0000
6143,0.1285,0.9547,0.1538,27.0000
6144,0.1285,0.9547,0.1538,27.0000
6153,0.1545,0.8439,0.1519,33.0000
6154,0.1545,0.8439,0.1519,33.0000
6163,0.1739,0.4444,0.1494,33.0000
6164,0.1739,0.4444,0.1494,33.0000
6173,0.2542,0.5224,0.1496,33.0000
6174,0.2542,0.5224,0.1496,33.0000
6183,0.3147,0.8387,0.1539,33.0000
6184,0.3147,0.8387,0.1539,33.0000
6193,0.4907,0.5636,0.1526,33.0000
6194,0.4907,0.5636,0.1526,33.0000
6203,0.4274,0.8752,0.1589,33.0000
6204,0.4274,0.8752,0.1589,33.0000
6213,-0.2695,0.5848,0.1467,33.0000
6214,-0.2695,0.5848,0.1467,33.0000
6223,0.3094,1.0771,0.1556,33.0000
6224,0.3094,1.0771,0.1556,33.0000
6233,0.2257,0.9382,0.1550,33.0000
6234,0.2257,0.9382,0.1550,33.0000
6243,0.1634,0.8301,0.1541,33.0000
6244,0.1634,0.8301,0.1541,33.0000
6253,0.1894,0.9272,0.1542,30.0000
6254,0.1894,0.9272,0.1542,30.0000
6263,0.2659,0.4240,0.1497,30.0000
6264,0.2659,0.4240,0.1497,30.0000
6273,0.3907,0.5050,0.1505,30.0000
6274,0.3907,0.5050,0.1505,30.0000
6283,0.4184,0.8313,0.1551,30.0000
6284,0.4184,0.8313,0.1551,30.0000
6293,0.1119,0.5515,0.1479,30.0000
6294,0.1119,0.5515,0.1479,30.0000
6303,0.0766,0.8667,0.1534,30.0000
6304,0.0766,0.8667,0.1534,30.0000
6313,0.1804,0.6433,0.1538,30.0000
6314,0.1804,0.6433,0.1538,30.0000
6323,0.1299,0.8035,0.1536,30.0000
6324,0.1299,0.8035,0.1536,30.0000
6333,0.4173,0.9253,0.1535,30.0000
6334,0.4173,0.9253,0.1535,30.0000
6343,0.2425,0.8188,0.1534,30.0000
6344,0.2425,0.8188,0.1534,30.0000
6353,0.0424,0.7948,0.1559,30.0000
6354,0.0424,0.7948,0.1559,30.0000
6363,0.2839,0.5239,0.1527,30.0000
6364,0.2839,0.5239,0.1527,30.0000
6373,0.0068,0.5816,0.1517,30.0000
6374,0.0068,0.5816,0.1517,30.0000
6383,0.2590,0.9490,0.1521,30.0000
6384,0.2590,0.9490,0.1521,30.0000
6393,0.3166,0.6385,0.1519,30.0000
6394,0.3166,0.6385,0.1519,30.0000
6403,0.2969,0.8592,0.1524,30.0000
6404,0.2969,0.8592,0.1524,30.0000
6413,0.2818,0.8363,0.1506,30.0000
6414,0.2818,0.8363,0.1506,30.0000
6423,0.2717,0.8181,0.1505,30.0000
6424,0.2717,0.8181,0.1505,30.0000
6433,0.2630,0.8027,0.1515,30.0000
6434,0.2630,0.8027,0.1515,30.0000
6443,0.2592,0.7907,0.1502,30.0000
6444,0.2592,0.7907,0.1502,30.0000
6453,0.3759,0.7771,0.1485,31.0000
6454,0.3759,0.7771,0.1485,31.0000
6463,0.2821,0.9497,0.1521,31.0000
6464,0.2821,0.9497,0.1521,31.0000
6473,0.3951,0.6588,0.1450,31.0000
6474,0.3951,0.6588,0.1450,31.0000
6483,0.0559,0.7427,0.1494,31.0000
6484,0.0559,0.7427,0.1494,31.0000
6493,0.1048,0.5590,0.1469,31.0000
6494,0.1048,0.5590,0.1469,31.0000
6503,-0.1078,0.7973,0.1462,31.0000
6504,-0.1078,0.7973,0.1462,31.0000
6513,0.3606,0.5915,0.1493,31.0000
6514,0.3606,0.5915,0.1493,31.0000
6523,0.3405,0.5645,0.1498,31.0000
6524,0.3405,0.5645,0.1498,31.0000
6533,0.3217,1.0639,0.1523,31.0000
6534,0.3217,1.0639,0.1523,31.0000
6543,0.4396,0.8602,0.1503,31.0000
6544,0.4396,0.8602,0.1503,31.0000
6553,0.3892,0.7645,0.1488,30.0000
6554,0.3892,0.7645,0.1488,30.0000
6563,0.3578,0.6981,0.1465,30.0000
6564,0.3578,0.6981,0.1465,30.0000
6573,0.3990,0.7775,0.1476,30.0000
6574,0.3990,0.7775,0.1476,30.0000
6583,0.3640,0.5057,0.1405,30.0000
6584,0.3640,0.5057,0.1405,30.0000
6593,0.1379,0.5673,0.1405,30.0000
6594,0.1379,0.5673,0.1405,30.0000
6603,0.2984,0.6170,0.1433,30.0000
6604,0.2984,0.6170,0.1433,30.0000
6613,0.0221,0.6518,0.1387,30.0000
6614,0.0221,0.6518,0.1387,30.0000
6623,0.0000,0.0000,0.0000,30.0000
6624,0.0000,0.0000,0.0000,30.0000
6633,0.0006,0.0020,-0.0004,30.0000
6634,0.0006,0.0020,-0.0004,30.0000
6643,0.0558,0.1145,-0.0013,30.0000
6644,0.0558,0.1145,-0.0013,30.0000
6653,2.6398,1.0432,-0.0252,32.0000
6654,2.6398,1.0432,-0.0252,32.0000
6663,0.4660,-0.6484,-0.0064,32.0000
6664,0.4660,-0.6484,-0.0064,32.0000
6673,-0.4045,-0.8025,-0.0128,32.0000
6674,-0.4045,-0.8025,-0.0128,32.0000
6683,-1.5730,-0.2907,-0.0167,32.0000
6684,-1.5730,-0.2907,-0.0167,32.0000
6693,-3.3987,1.2017,0.0099,32.0000
6694,-3.3987,1.2017,0.0099,32.0000
6703,-4.9164,0.5725,0.0150,32.0000
6704,-4.9164,0.5725,0.0150,32.0000
6713,-1.8665,0.6373,-0.0165,32.0000
6714,-1.8665,0.6373,-0.0165,32.0000
6723,-2.1260,3.4194,-0.0542,32.0000
6724,-2.1260,3.4194,-0.0542,32.0000
6733,-3.4858,1.7965,0.0192,32.0000
6734,-3.4858,1.7965,0.0192,32.0000
6743,-3.0823,2.2584,-0.0023,32.0000
6744,-3.0823,2.2584,-0.0023,32.0000
6753,-3.2486,1.3642,0.0263,31.0000
6754,-3.2486,1.3642,0.0263,31.0000
6763,-2.4399,1.5160,-0.0130,31.0000
6764,-2.4399,1.5160,-0.0130,31.0000
6773,-0.3577,0.1034,-0.0417,31.0000
6774,-0.3577,0.1034,-0.0417,31.0000
6783,-2.4315,0.6247,-0.0058,31.0000
6784,-2.4315,0.6247,-0.0058,31.0000
6793,-1.6207,0.6794,-0.0212,31.0000
6794,-1.6207,0.6794,-0.0212,31.0000
6803,-2.0079,0.4821,-0.0128,31.0000
6804,-2.0079,0.4821,-0.0128,31.0000
6813,-1.1082,0.1318,-0.0150,31.0000
6814,-1.1082,0.1318,-0.0150,31.0000
6823,-1.7942,0.9668,-0.0139,31.0000
6824,-1.7942,0.9668,-0.0139,31.0000
6833,-1.1915,0.9252,-0.0196,31.0000
6834,-1.1915,0.9252,-0.0196,31.0000
6843,-1.1370,1.4864,-0.0175,31.0000
6844,-1.1370,1.4864,-0.0175,31.0000
6853,-0.8262,0.7474,-0.0294,31.0000
6854,-0.8262,0.7474,-0.0294,31.0000
6863,-1.1991,0.2168,-0.0351,31.0000
6864,-1.1991,0.2168,-0.0351,31.0000
6873,-0.2212,0.3738,-0.0346,31.0000
6874,-0.2212,0.3738,-0.0346,31.0000
6883,-0.3689,1.4947,0.0015,31.0000
6884,-0.3689,1.4947,0.0015,31.0000
6893,-1.4412,0.3484,-0.0363,31.0000
6894,-1.4412,0.3484,-0.0363,31.0000
6903,-0.9291,0.9341,-0.0157,31.0000
