5892,-0.2079,0.6972,-1.4136,29.0000,0.0000
5893,0.1146,-0.0649,-1.3813,29.0000,0.0000
5902,0.1140,-0.0640,-1.3803,29.0000,0.0000
5903,0.1010,0.4205,-1.3745,29.0000,0.0000
5912,0.1013,0.4214,-1.3731,29.0000,0.0000
5913,-0.2817,0.9859,-1.4089,29.0000,0.0000
5922,-0.2821,0.9869,-1.4084,29.0000,0.0000
5923,-0.1924,0.9005,-1.4012,29.0000,0.0000
5932,-0.1928,0.8988,-1.3997,29.0000,0.0000
5933,0.3105,0.5249,-1.3636,29.0000,0.0000
5942,0.3267,0.5182,-1.3604,28.0000,0.0000
5943,0.0729,0.5527,-1.3792,28.0000,0.0000
5952,0.0718,0.5516,-1.3780,28.0000,0.0000
5953,0.0705,0.8759,-1.3717,28.0000,0.0000
5962,0.0706,0.8748,-1.3707,28.0000,0.0000
5963,0.1908,0.5088,-1.3714,28.0000,0.0000
5972,0.1905,0.5075,-1.3697,28.0000,0.0000
5973,0.1585,0.5992,-1.3694,28.0000,0.0000
5982,0.1592,0.6001,-1.3684,28.0000,0.0000
5983,0.1924,1.2250,-1.3483,28.0000,0.0000
5992,0.1924,1.2250,-1.3483,28.0000,0.0000
5993,0.1926,1.2234,-1.3480,28.0000,0.0000
6002,-0.1548,0.7661,-1.3741,28.0000,0.0000
6003,-0.1547,0.7660,-1.3724,28.0000,0.0000
6012,0.2151,0.4105,-1.3675,28.0000,0.0000
6013,0.2157,0.4101,-1.3655,28.0000,0.0000
6022,-0.1464,0.7163,-1.3739,28.0000,0.0000
6023,-0.1462,0.7142,-1.3718,28.0000,0.0000
6032,-0.0986,0.4814,-1.3741,29.0000,0.0000
6033,-0.0996,0.4805,-1.3720,29.0000,0.0000
6042,0.2608,0.3803,-1.3549,29.0000,0.0000
6043,0.2593,0.3804,-1.3542,29.0000,0.0000
6052,0.2055,0.4341,-1.3563,29.0000,0.0000
6053,0.2058,0.4335,-1.3546,29.0000,0.0000
6062,0.1646,0.4740,-1.3562,29.0000,0.0000
6063,0.1651,0.4730,-1.3536,29.0000,0.0000
6072,0.0010,0.8322,-1.3537,29.0000,0.0000
6073,0.0011,0.8306,-1.3526,29.0000,0.0000
6082,0.1411,0.5102,-1.3531,30.0000,0.0000
6083,0.1406,0.5105,-1.3513,30.0000,0.0000
6092,-0.0191,0.2014,-1.3679,30.0000,0.0000
6093,-0.0192,0.1989,-1.3663,30.0000,0.0000
6102,-0.0737,0.6219,-1.3609,30.0000,0.0000
6103,-0.0725,0.6194,-1.3596,30.0000,0.0000
6112,-0.0488,0.6138,-1.3583,30.0000,0.0000
6113,-0.0489,0.6135,-1.3567,30.0000,0.0000
6122,0.1000,0.5431,-1.3493,28.0000,0.0000
6123,0.0991,0.5424,-1.3483,28.0000,0.0000
6132,0.6719,0.9506,-1.3138,28.0000,0.0000
6133,0.6715,0.9487,-1.3135,28.0000,0.0000
6142,-0.0680,-1.0961,-1.4162,28.0000,0.0000
6143,-0.0681,-1.0945,-1.4147,28.0000,0.0000
6152,-0.0205,-0.5541,-1.3959,28.0000,0.0000
6153,-0.0200,-0.5535,-1.3942,28.0000,0.0000
6162,-0.2077,-0.2869,-1.4142,28.0000,0.0000
6163,-0.2075,-0.2878,-1.4117,28.0000,0.0000
6172,0.2389,-0.0224,-1.3418,31.0000,0.0000
6173,0.2376,-0.0219,-1.3409,31.0000,0.0000
6182,0.4399,0.9297,-1.2990,31.0000,0.0000
6183,0.4384,0.9282,-1.2973,31.0000,0.0000
6192,0.3331,0.5130,-1.3191,31.0000,0.0000
6193,0.3334,0.5121,-1.3174,31.0000,0.0000
6202,0.5845,-1.4306,-1.3584,31.0000,0.0000
6203,0.5832,-1.4289,-1.3573,31.0000,0.0000
6212,0.2082,-0.7679,-1.3857,27.0000,0.0000
6213,0.2072,-0.7681,-1.3836,27.0000,0.0000
6222,1.8016,-0.0250,-1.0782,27.0000,0.0000
6223,1.7996,-0.0260,-1.0768,27.0000,0.0000
6232,0.8580,-0.0866,-1.2216,27.0000,0.0000
6233,-0.1692,-0.1289,-1.3815,27.0000,0.0000
6242,-0.1692,-0.1289,-1.3815,27.0000,0.0000
6243,-0.1694,-0.1279,-1.3795,27.0000,0.0000
