1.015644,-0.075704,0.002021,0.711983,0.404106,5.710989,2.731702,1,42.047592
1.051326,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.083754,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.115537,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.152000,-0.075704,0.002021,0.711983,0.404106,5.710989,2.731702,1,42.047592
1.183668,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.215582,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.251622,-0.075704,0.002021,0.711983,0.404106,5.710989,2.731702,1,42.047592
1.283877,-0.075704,0.002021,0.711983,0.404106,5.710989,2.731702,1,42.047592
1.316939,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.351180,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.383969,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.415360,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.451555,-0.075704,0.002021,0.711983,0.404106,5.710989,2.731702,1,42.047592
1.483556,-0.051456,0.083750,0.708122,-6.220243,3.966583,1.840383,1,42.029751
1.515336,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.551565,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.584263,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.615621,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.651635,-0.075704,0.002021,0.711983,0.404106,5.710989,2.731702,1,42.047592
1.685895,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.715382,-0.075704,0.002021,0.711983,0.404106,5.710989,2.731702,1,42.047592
1.751548,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.783854,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.815457,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.851708,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.884161,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.915340,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.952702,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
1.983770,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.015374,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.052987,-0.075704,0.002021,0.711983,0.404106,5.710989,2.731702,1,42.047592
2.083928,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.115338,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.152898,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.183602,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.215265,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.252164,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.283088,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.315076,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.351210,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.384808,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.420397,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.453578,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.488288,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.528044,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.556171,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.586329,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.623976,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.656435,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.689661,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.724311,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.755857,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.788431,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.820054,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.857076,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.890345,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.926959,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.953744,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
2.984737,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.026190,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.052342,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.087500,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.128389,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.159515,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.185580,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.222337,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.286042,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.320668,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.353304,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.385812,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.421085,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.451440,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.485523,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
3.520953,0.048567,-0.087810,0.707700,7.115160,-4.388882,1.765981,1,42.029751
